        t / s      omega / (rad/s)
       12.431              2.26152
       12.459              2.25212
       12.486              2.28929
       12.514              2.30483
       12.541              2.27043
       12.569              2.27429
       12.596              2.29297
       12.624              2.29246
       12.651              2.24375
       12.679              2.35193
       12.706              2.32762
       12.733              2.19830
       12.760              2.47389
       12.787              2.34833
       12.814              2.29372
       12.841              2.32702
       12.867              2.40385
       12.894              2.34824
       12.921              2.23625
       12.948              2.45188
       12.974              2.34508
       13.001              2.37738
       13.027              2.42631
       13.053              2.38786
       13.080              2.30949
       13.106              2.43402
       13.133              2.33341
       13.159              2.39734
       13.185              2.60843
       13.210              2.35237
       13.237              2.24608
       13.264              2.38668
       13.291              2.43393
       13.317              2.39168
       13.343              2.43431
       13.368              2.43449
       13.394              2.47010
       13.420              2.44892
       13.446              2.39414
       13.472              2.43327
       13.497              2.46380
       13.523              2.46544
       13.549              2.40413
       13.575              2.42211
       13.600              2.49135
       13.625              2.47594
       13.651              2.47799
       13.676              2.44197
       13.702              2.50556
       13.726              2.58738
       13.752              2.37837
       13.777              2.54020
       13.802              2.57761
       13.827              2.50226
       13.851              2.62094
       13.876              2.54277
       13.901              2.48200
       13.926              2.54504
       13.950              2.50556
       13.975              2.61854
       13.999              2.52946
