        t / s      omega / (rad/s)
       10.882              2.07956
       10.912              2.05427
       10.943              2.04424
       10.973              2.08046
       11.003              2.09321
       11.033              2.06358
       11.064              2.06643
       11.094              2.08087
       11.124              2.08709
       11.155              2.03682
       11.185              2.14209
       11.214              2.11641
       11.245              2.00133
       11.275              2.25325
       11.303              2.13845
       11.333              2.08869
       11.363              2.12169
       11.392              2.18926
       11.421              2.14180
       11.451              2.03887
       11.480              2.23673
       11.509              2.14049
       11.538              2.17096
       11.567              2.21817
       11.596              2.18265
       11.625              2.11320
       11.654              2.22887
       11.683              2.13518
       11.712              2.19999
       11.739              2.38913
       11.767              2.15976
       11.796              2.05972
       11.826              2.18721
       11.854              2.24071
       11.883              2.19607
       11.911              2.24111
       11.939              2.23848
       11.967              2.27528
       11.995              2.25819
       12.023              2.20881
       12.051              2.24271
       12.079              2.27372
       12.107              2.27380
       12.135              2.22154
       12.163              2.23275
       12.190              2.30686
       12.218              2.28538
       12.245              2.29464
       12.273              2.25632
       12.300              2.32246
       12.327              2.39177
       12.354              2.20602
       12.382              2.35149
       12.408              2.39159
       12.435              2.31886
       12.462              2.42932
       12.488              2.36210
       12.515              2.30466
       12.542              2.36423
       12.568              2.32788
       12.595              2.43327
       12.621              2.34973
       12.648              2.34614
       12.675              2.33515
       12.701              2.39935
       12.728              2.38659
       12.754              2.42838
       12.780              2.36699
       12.806              2.40321
       12.832              2.41689
       12.858              2.42894
       12.884              2.36068
       12.910              2.47049
       12.937              2.30542
       12.963              2.49561
       12.989              2.38090
       13.015              2.41410
       13.041              2.43638
       13.066              2.57002
       13.092              2.36299
       13.118              2.42435
       13.144              2.43600
       13.170              2.42248
       13.196              2.41262
       13.221              2.44892
       13.247              2.46255
       13.272              2.51680
       13.297              2.48495
       13.323              2.46845
       13.348              2.40505
       13.374              2.44978
       13.400              2.45908
       13.426              2.46206
       13.451              2.48455
       13.476              2.48180
       13.501              2.50976
       13.526              2.51993
       13.551              2.49630
       13.577              2.44730
       13.602              2.46777
       13.628              2.53671
       13.652              2.50266
       13.678              2.49165
       13.703              2.53242
       13.727              2.54689
       13.752              2.50986
       13.777              2.51106
       13.802              2.52926
       13.827              2.53150
