        t / s      omega / (rad/s)
       13.179              0.88173
       13.249              0.89816
       13.318              0.92863
       13.386              0.91008
       13.457              0.86754
       13.526              0.95460
       13.594              0.91518
       13.662              0.93196
       13.728              0.95444
       13.794              0.94365
       13.862              0.91586
       13.929              0.97000
       13.995              0.93328
       14.061              0.96390
       14.123              1.05260
       14.186              0.95291
       14.254              0.91490
       14.320              0.97533
       14.384              0.99974
       14.447              0.98585
       14.510              1.00829
       14.572              1.01175
       14.634              1.03099
       14.695              1.02643
       14.757              1.00829
       14.818              1.02430
       14.879              1.04266
       14.940              1.04315
       15.000              1.02299
       15.062              1.03104
       15.121              1.06650
       15.181              1.05992
       15.240              1.06515
       15.299              1.05149
       15.358              1.08280
       15.415              1.11920
       15.474              1.03282
       15.532              1.10614
       15.589              1.12624
       15.645              1.09538
       15.701              1.15144
       15.757              1.11980
       15.813              1.09593
       15.870              1.12664
       15.926              1.11227
       15.981              1.16571
       16.036              1.12810
       16.092              1.12861
       16.147              1.12537
       16.202              1.15828
       16.257              1.15241
       16.311              1.17353
       16.365              1.14439
       16.420              1.16202
       16.473              1.16896
       16.527              1.17451
       16.581              1.14173
       16.635              1.19475
       16.690              1.11459
       16.744              1.20606
       16.797              1.15049
       16.851              1.16591
       16.905              1.17495
       16.957              1.23975
       17.010              1.13636
       17.065              1.16664
       17.119              1.17062
       17.172              1.16411
       17.226              1.15832
       17.280              1.17689
       17.334              1.18194
       17.386              1.20740
       17.439              1.19115
       17.491              1.18405
       17.545              1.15191
       17.599              1.17311
       17.653              1.17658
       17.706              1.17839
       17.759              1.18876
       17.812              1.18698
       17.865              1.20009
       17.917              1.20501
       17.969              1.19321
       18.023              1.17114
       18.076              1.18103
       18.128              1.21459
       18.181              1.19947
       18.233              1.19432
       18.285              1.21428
       18.337              1.22346
       18.388              1.20631
       18.441              1.20856
       18.492              1.21843
       18.544              1.21942
       18.596              1.19194
       18.647              1.25173
       18.698              1.23726
       18.750              1.17108
       18.801              1.31811
       18.850              1.25215
       18.900              1.22365
       18.951              1.24296
       19.001              1.28446
       19.051              1.25661
       19.102              1.19718
       19.152              1.31403
       19.201              1.25742
       19.250              1.27736
       19.299              1.30438
       19.348              1.28604
       19.397              1.24378
       19.447              1.31431
       19.495              1.26130
       19.544              1.29947
       19.591              1.41478
       19.638              1.27795
       19.688              1.22239
       19.738              1.29960
       19.786              1.32862
       19.833              1.30649
       19.881              1.33169
       19.928              1.33288
       19.975              1.35419
       20.021              1.34414
       20.069              1.31662
       20.116              1.33466
       20.163              1.35568
       20.209              1.35352
       20.256              1.32383
       20.303              1.33065
       20.350              1.37355
       20.396              1.36378
       20.442              1.36630
       20.488              1.34521
       20.534              1.38399
       20.579              1.43030
       20.625              1.31720
       20.671              1.40803
       20.715              1.43050
       20.760              1.38858
       20.804              1.45690
       20.848              1.41440
       20.893              1.38128
       20.938              1.41631
       20.982              1.39499
       21.026              1.45792
       21.070              1.40860
       21.115              1.40686
       21.160              1.40165
       21.204              1.44047
       21.248              1.43200
       21.291              1.45751
       21.335              1.42112
       21.379              1.44262
       21.422              1.45199
       21.465              1.45920
       21.509              1.41781
       21.552              1.48293
       21.596              1.38277
       21.640              1.49543
       21.683              1.42560
       21.727              1.44332
       21.770              1.45572
       21.812              1.53608
       21.855              1.40809
       21.899              1.44604
       21.942              1.44951
       21.986              1.44153
       22.029              1.43334
       22.073              1.45495
       22.116              1.46127
       22.159              1.49422
       22.201              1.47327
       22.244              1.46410
       22.287              1.42463
       22.331              1.45091
       22.374              1.45501
       22.417              1.45653
       22.460              1.46886
       22.503              1.46646
       22.546              1.48202
       22.588              1.48711
       22.631              1.47127
       22.674              1.44229
       22.717              1.45454
